GTOD,GATG,GHTG,SESI,SGNM,SEWN,GDAT,SEST,SEWT,,,
1200,101,81,3,44,11,2,0,11,,UNLV,San Diego State
1200,13,112,3,45,11,2,0,11,,Boston College,West Virginia
1200,7,86,3,46,11,2,0,11,,Arkansas State,UL Lafayette
1200,54,114,3,47,11,2,0,11,,Minnesota,Wisconsin
1200,50,46,3,48,11,6,0,11,,Miami University,Marshall
1200,47,107,3,0,12,0,0,12,,Maryland,Virginia
750,58,40,3,1,12,2,0,12,,Nebraska,Kansas State
750,56,93,3,2,12,2,0,12,,Missouri,Texas A&M
750,92,94,3,3,12,2,0,12,,Texas,Texas Tech
750,76,36,3,4,12,2,0,12,,Penn State,Indiana
750,21,24,3,5,12,2,0,12,,Clemson,Duke
750,26,10,3,6,12,2,0,12,,Eastern Michigan,Ball State
750,30,9,3,7,12,2,0,12,,Georgia,Auburn
750,99,74,3,8,12,2,0,12,,UCLA,Oregon
750,60,1,3,9,12,2,0,12,,New Mexico,Air Force
750,106,42,3,10,12,2,0,12,,Vanderbilt,Kentucky
750,143,15,3,11,12,2,0,12,,Troy,Buffalo
750,103,115,3,12,12,2,0,12,,Utah,Wyoming
750,114,52,3,13,12,2,0,12,,Wisconsin,Michigan State
930,97,43,3,14,12,2,0,12,,Tulsa,Louisiana Tech
930,67,51,3,15,12,2,0,12,,Northwestern,Michigan
930,29,82,3,16,12,2,0,12,,Fresno State,San Jose State
930,91,55,3,17,12,2,0,12,,Tennessee,Mississippi State
930,95,66,3,18,12,2,0,12,,Toledo,Northern Illinois
930,84,27,3,19,12,2,0,12,,South Carolina,Florida
930,16,68,3,20,12,2,0,12,,BYU,Notre Dame
930,85,96,3,21,12,2,0,12,,Southern Miss,Tulane
930,83,79,3,22,12,2,0,12,,SMU,Rice
930,112,77,3,23,12,2,0,12,,West Virginia,Pittsburgh
930,72,39,3,24,12,2,0,12,,Oklahoma State,Kansas
930,89,20,3,25,12,2,0,12,,TCU,Cincinnati
930,70,78,3,26,12,2,0,12,,Ohio State,Purdue
930,44,48,3,27,12,2,0,12,,Louisville,Memphis
930,8,33,3,28,12,2,0,12,,Army,Houston
930,59,32,3,29,12,2,0,12,,Nevada,Hawaii
1080,38,22,3,30,12,2,0,12,,Iowa State,Colorado
1080,100,25,3,31,12,2,0,12,,Connecticut,ECU
1080,64,7,3,32,12,2,0,12,,North Texas,Arkansas State
1080,111,5,3,33,12,2,0,12,,Washington State,Arizona State
1080,57,109,3,34,12,2,0,12,,Navy,Wake Forest
1080,65,34,3,35,12,2,0,12,,UL Monroe,Idaho
1080,17,110,3,36,12,2,0,12,,Cal,Washington
1080,28,63,3,37,12,2,0,12,,Florida State,NC State
1200,53,86,3,38,12,2,0,12,,Mid Tenn State,UL Lafayette
1200,37,54,3,39,12,2,0,12,,Iowa,Minnesota
1200,23,81,3,40,12,2,0,12,,Colorado State,San Diego State
1200,113,19,3,41,12,2,0,12,,Western Michigan,Central Michigan
1200,2,69,3,42,12,2,0,12,,Akron,Ohio
1200,80,13,3,43,12,2,0,12,,Rutgers,Boston College
1200,4,102,3,44,12,2,0,12,,Arizona,USC
1200,90,108,3,45,12,2,0,12,,Temple,Virginia Tech
1200,31,62,3,46,12,2,0,12,,Georgia Tech,North Carolina
1200,49,88,3,47,12,2,0,12,,Miami,Syracuse
1200,3,45,3,48,12,2,0,12,,Alabama,LSU
1200,75,87,3,49,12,2,0,12,,Oregon State,Stanford
1200,12,105,3,50,12,2,0,12,,Boise State,UTEP
1200,71,11,3,51,12,2,0,12,,Oklahoma,Baylor
1200,14,41,3,52,12,2,0,12,,Bowling Green,Kent State
750,18,46,3,53,12,6,0,12,,UCF,Marshall
750,85,89,3,0,13,0,0,13,,Southern Miss,TCU
750,5,4,3,1,13,0,0,13,,Arizona State,Arizona
930,144,98,3,2,13,0,0,13,,USF,UAB
1200,29,12,3,3,13,1,0,13,,Fresno State,Boise State
750,7,53,3,4,13,2,0,13,,Arkansas State,Mid Tenn State
750,16,103,3,5,13,2,0,13,,BYU,Utah
750,91,106,3,6,13,2,0,13,,Tennessee,Vanderbilt
750,79,105,3,7,13,2,0,13,,Rice,UTEP
750,36,78,3,8,13,2,0,13,,Indiana,Purdue
750,108,13,3,9,13,2,0,13,,Virginia Tech,Boston College
750,48,20,3,10,13,2,0,13,,Memphis,Cincinnati
750,51,70,3,11,13,2,0,13,,Michigan,Ohio State
750,101,23,3,12,13,2,0,13,,UNLV,Colorado State
750,143,19,3,13,13,2,0,13,,Troy,Central Michigan
930,11,72,3,14,13,2,0,13,,Baylor,Oklahoma State
930,73,45,3,15,13,2,0,13,,Ole Miss,LSU
930,49,80,3,16,13,2,0,13,,Miami,Rutgers
930,69,50,3,17,13,2,0,13,,Ohio,Miami University
930,34,104,3,18,13,2,0,13,,Idaho,Utah State
930,95,113,3,19,13,2,0,13,,Toledo,Western Michigan
930,35,67,3,20,13,2,0,13,,Illinois,Northwestern
930,88,112,3,21,13,2,0,13,,Syracuse,West Virginia
930,6,55,3,22,13,2,0,13,,Arkansas,Mississippi State
1080,40,56,3,23,13,2,0,13,,Kansas State,Missouri
1080,74,75,3,24,13,2,0,13,,Oregon,Oregon State
1080,114,37,3,25,13,2,0,13,,Wisconsin,Iowa
1080,110,111,3,26,13,2,0,13,,Washington,Washington State
1080,84,21,3,27,13,2,0,13,,South Carolina,Clemson
1080,107,31,3,28,13,2,0,13,,Virginia,Georgia Tech
1080,115,60,3,29,13,2,0,13,,Wyoming,New Mexico
1080,102,99,3,30,13,2,0,13,,USC,UCLA
1080,52,76,3,31,13,2,0,13,,Michigan State,Penn State
1080,62,24,3,32,13,2,0,13,,North Carolina,Duke
1080,96,25,3,33,13,2,0,13,,Tulane,ECU
1080,9,3,3,34,13,2,0,13,,Auburn,Alabama
1080,39,38,3,35,13,2,0,13,,Kansas,Iowa State
1200,63,47,3,36,13,2,0,13,,NC State,Maryland
1200,90,77,3,37,13,2,0,13,,Temple,Pittsburgh
1200,66,26,3,38,13,2,0,13,,Northern Illinois,Eastern Michigan
1200,41,15,3,39,13,2,0,13,,Kent State,Buffalo
1200,44,33,3,40,13,2,0,13,,Louisville,Houston
1200,87,17,3,41,13,2,0,13,,Stanford,Cal
1200,81,1,3,42,13,2,0,13,,San Diego State,Air Force
1200,30,42,3,43,13,2,0,13,,Georgia,Kentucky
1200,57,93,3,44,13,2,0,13,,Navy,Texas A&M
1200,10,14,3,45,13,2,0,13,,Ball State,Bowling Green
1200,94,71,3,46,13,2,0,13,,Texas Tech,Oklahoma
1200,82,97,3,47,13,2,0,13,,San Jose State,Tulsa
1080,61,64,3,48,13,5,0,13,,New Mexico State,North Texas
930,25,85,3,0,14,0,0,14,,ECU,Southern Miss
930,55,73,3,1,14,0,0,14,,Mississippi State,Ole Miss
750,14,95,3,2,14,1,0,14,,Bowling Green,Toledo
930,93,92,3,3,14,1,0,14,,Texas A&M,Texas
930,46,69,3,4,14,1,0,14,,Marshall,Ohio
1200,18,50,3,5,14,1,0,14,,UCF,Miami University
750,33,98,3,6,14,2,0,14,,Houston,UAB
750,22,58,3,7,14,2,0,14,,Colorado,Nebraska
750,27,28,3,8,14,2,0,14,,Florida,Florida State
930,112,90,3,9,14,2,0,14,,West Virginia,Temple
930,115,101,3,10,14,2,0,14,,Wyoming,UNLV
930,68,102,3,11,14,2,0,14,,Notre Dame,USC
930,77,49,3,12,14,2,0,14,,Pittsburgh,Miami
930,104,86,3,13,14,2,0,14,,Utah State,UL Lafayette
930,20,44,3,14,14,2,0,14,,Cincinnati,Louisville
930,109,47,3,15,14,2,0,14,,Wake Forest,Maryland
1080,107,108,3,16,14,2,0,14,,Virginia,Virginia Tech
1080,65,53,3,17,14,2,0,14,,UL Monroe,Mid Tenn State
1080,45,6,3,18,14,2,0,14,,LSU,Arkansas
1080,12,59,3,19,14,2,0,14,,Boise State,Nevada
1080,80,88,3,20,14,2,0,14,,Rutgers,Syracuse
1080,42,91,3,21,14,2,0,14,,Kentucky,Tennessee
1080,105,29,3,22,14,2,0,14,,UTEP,Fresno State
1080,31,30,3,23,14,2,0,14,,Georgia Tech,Georgia
1200,43,79,3,24,14,2,0,14,,Louisiana Tech,Rice
1200,48,144,3,25,14,2,0,14,,Memphis,USF
750,8,57,3,0,15,2,0,15,,Army,Navy
1080,32,12,3,1,15,2,0,15,,Hawaii,Boise State
750,67,87,4,0,0,2,0,0,,Northwestern,Stanford
930,17,32,4,1,0,2,0,0,,Cal,Hawaii
1080,15,82,4,2,0,2,0,0,,Buffalo,San Jose State
1080,108,74,4,3,0,2,0,0,,Virginia Tech,Oregon
1200,93,91,4,4,0,2,0,0,,Texas A&M,Tennessee
930,41,2,4,0,1,0,0,1,,Kent State,Akron
750,53,92,4,1,1,2,0,1,,Mid Tenn State,Texas
750,26,51,4,2,1,2,0,1,,Eastern Michigan,Michigan
750,22,23,4,3,1,2,0,1,,Colorado,Colorado State
750,79,33,4,4,1,2,0,1,,Rice,Houston
750,78,88,4,5,1,2,0,1,,Purdue,Syracuse
750,114,83,4,6,1,2,0,1,,Wisconsin,SMU
750,59,95,4,7,1,2,0,1,,Nevada,Toledo
750,77,81,4,8,1,2,0,1,,Pittsburgh,San Diego State
750,24,107,4,9,1,2,0,1,,Duke,Virginia
750,15,64,4,10,1,2,0,1,,Buffalo,North Texas
750,18,84,4,11,1,2,0,1,,UCF,South Carolina
750,67,19,4,12,1,2,0,1,,Northwestern,Central Michigan
930,71,61,4,13,1,2,0,1,,Oklahoma,New Mexico State
930,113,56,4,14,1,2,0,1,,Western Michigan,Missouri
930,17,29,4,15,1,2,0,1,,Cal,Fresno State
930,85,93,4,16,1,2,0,1,,Southern Miss,Texas A&M
930,57,55,4,17,1,2,0,1,,Navy,Mississippi State
930,43,100,4,18,1,2,0,1,,Louisiana Tech,Connecticut
930,36,68,4,19,1,2,0,1,,Indiana,Notre Dame
930,1,52,4,20,1,2,0,1,,Air Force,Michigan State
930,60,70,4,21,1,2,0,1,,New Mexico,Ohio State
930,74,11,4,22,1,2,0,1,,Oregon,Baylor
930,30,112,4,23,1,2,0,1,,Georgia,West Virginia
930,28,62,4,24,1,2,0,1,,Florida State,North Carolina
930,91,48,4,25,1,2,0,1,,Tennessee,Memphis
930,4,69,4,26,1,2,0,1,,Arizona,Ohio
1080,143,115,4,27,1,2,0,1,,Troy,Wyoming
1080,9,105,4,28,1,2,0,1,,Auburn,UTEP
1080,32,54,4,29,1,2,0,1,,Hawaii,Minnesota
1080,50,65,4,30,1,2,0,1,,Miami University,UL Monroe
1080,39,110,4,31,1,2,0,1,,Kansas,Washington
1080,75,90,4,32,1,2,0,1,,Oregon State,Temple
1080,97,31,4,33,1,2,0,1,,Tulsa,Georgia Tech
1080,63,6,4,34,1,2,0,1,,NC State,Arkansas
1080,72,58,4,35,1,2,0,1,,Oklahoma State,Nebraska
1080,44,42,4,36,1,2,0,1,,Louisville,Kentucky
1200,46,82,4,37,1,2,0,1,,Marshall,San Jose State
1200,38,16,4,38,1,2,0,1,,Iowa State,BYU
1200,109,13,4,39,1,2,0,1,,Wake Forest,Boston College
1200,40,98,4,40,1,2,0,1,,Kansas State,UAB
1200,12,34,4,41,1,2,0,1,,Boise State,Idaho
1200,37,27,4,42,1,2,0,1,,Iowa,Florida
1200,5,94,4,43,1,2,0,1,,Arizona State,Texas Tech
1200,108,102,4,44,1,2,0,1,,Virginia Tech,USC
1200,49,76,4,45,1,2,0,1,,Miami,Penn State
1200,73,106,4,46,1,2,0,1,,Ole Miss,Vanderbilt
1200,111,47,4,47,1,2,0,1,,Washington State,Maryland
1200,45,99,4,48,1,2,0,1,,LSU,UCLA
1200,8,3,4,49,1,2,0,1,,Army,Alabama
1200,66,35,4,50,1,2,0,1,,Northern Illinois,Illinois
1200,87,10,4,51,1,2,0,1,,Stanford,Ball State
1200,104,103,4,52,1,2,0,1,,Utah State,Utah
930,25,20,4,53,1,4,0,1,,ECU,Cincinnati
1080,89,96,4,54,1,4,0,1,,TCU,Tulane
1080,85,98,4,0,2,0,0,2,,Southern Miss,UAB
750,113,17,4,1,2,2,0,2,,Western Michigan,Cal
750,33,45,4,2,2,2,0,2,,Houston,LSU
750,21,108,4,3,2,2,0,2,,Clemson,Virginia Tech
750,144,60,4,4,2,2,0,2,,USF,New Mexico
750,115,2,4,5,2,2,0,2,,Wyoming,Akron
750,55,75,4,6,2,2,0,2,,Mississippi State,Oregon State
750,58,103,4,7,2,2,0,2,,Nebraska,Utah
750,18,77,4,8,2,2,0,2,,UCF,Pittsburgh
750,94,13,4,9,2,2,0,2,,Texas Tech,Boston College
750,68,78,4,10,2,2,0,2,,Notre Dame,Purdue
750,15,3,4,11,2,2,0,2,,Buffalo,Alabama
750,83,52,4,12,2,2,0,2,,SMU,Michigan State
930,49,73,4,13,2,2,0,2,,Miami,Ole Miss
930,16,7,4,14,2,2,0,2,,BYU,Arkansas State
930,69,64,4,15,2,2,0,2,,Ohio,North Texas
930,92,54,4,16,2,2,0,2,,Texas,Minnesota
930,25,72,4,17,2,2,0,2,,ECU,Oklahoma State
930,107,56,4,18,2,2,0,2,,Virginia,Missouri
930,24,102,4,19,2,2,0,2,,Duke,USC
930,8,35,4,20,2,2,0,2,,Army,Illinois
930,47,28,4,21,2,2,0,2,,Maryland,Florida State
930,23,31,4,22,2,2,0,2,,Colorado State,Georgia Tech
930,105,22,4,23,2,2,0,2,,UTEP,Colorado
930,19,61,4,24,2,2,0,2,,Central Michigan,New Mexico State
930,48,84,4,25,2,2,0,2,,Memphis,South Carolina
930,86,46,4,26,2,2,0,2,,UL Lafayette,Marshall
930,26,5,4,27,2,2,0,2,,Eastern Michigan,Arizona State
930,41,70,4,28,2,2,0,2,,Kent State,Ohio State
1080,1,4,4,29,2,2,0,2,,Air Force,Arizona
1080,63,109,4,30,2,2,0,2,,NC State,Wake Forest
1080,99,82,4,31,2,2,0,2,,UCLA,San Jose State
1080,106,87,4,32,2,2,0,2,,Vanderbilt,Stanford
1080,20,114,4,33,2,2,0,2,,Cincinnati,Wisconsin
1080,91,97,4,34,2,2,0,2,,Tennessee,Tulsa
1080,66,39,4,35,2,2,0,2,,Northern Illinois,Kansas
1080,34,111,4,36,2,2,0,2,,Idaho,Washington State
1080,30,104,4,37,2,2,0,2,,Georgia,Utah State
1080,27,59,4,38,2,2,0,2,,Florida,Nevada
1080,74,67,4,39,2,2,0,2,,Oregon,Northwestern
1080,88,143,4,40,2,2,0,2,,Syracuse,Troy
1080,42,36,4,41,2,2,0,2,,Kentucky,Indiana
1080,12,6,4,42,2,2,0,2,,Boise State,Arkansas
1080,212,95,4,43,2,2,0,2,,Youngstown State,Toledo
1080,29,76,4,44,2,2,0,2,,Fresno State,Penn State
1200,51,14,4,45,2,2,0,2,,Michigan,Bowling Green
1200,110,53,4,46,2,2,0,2,,Washington,Mid Tenn State
1200,89,100,4,47,2,2,0,2,,TCU,Connecticut
1200,9,11,4,48,2,2,0,2,,Auburn,Baylor
1200,32,37,4,49,2,2,0,2,,Hawaii,Iowa
1200,43,96,4,50,2,2,0,2,,Louisiana Tech,Tulane
1200,71,50,4,51,2,2,0,2,,Oklahoma,Miami University
1200,90,101,4,52,2,2,0,2,,Temple,UNLV
1200,62,93,4,53,2,2,0,2,,North Carolina,Texas A&M
1200,57,80,4,54,2,2,0,2,,Navy,Rutgers
1200,112,65,4,55,2,2,0,2,,West Virginia,UL Monroe
1080,95,46,4,0,3,1,0,3,,Toledo,Marshall
750,68,93,4,1,3,2,0,3,,Notre Dame,Texas A&M
750,69,43,4,2,3,2,0,3,,Ohio,Louisiana Tech
750,72,96,4,3,3,2,0,3,,Oklahoma State,Tulane
750,144,18,4,4,3,2,0,3,,USF,UCF
750,207,54,4,5,3,2,0,3,,UNI,Minnesota
750,40,110,4,6,3,2,0,3,,Kansas State,Washington
750,115,13,4,7,3,2,0,3,,Wyoming,Boston College
750,58,44,4,8,3,2,0,3,,Nebraska,Louisville
750,26,2,4,9,3,2,0,3,,Eastern Michigan,Akron
750,53,1,4,10,3,2,0,3,,Mid Tenn State,Air Force
750,56,33,4,11,3,2,0,3,,Missouri,Houston
750,57,99,4,12,3,2,0,3,,Navy,UCLA
930,111,92,4,13,3,2,0,3,,Washington State,Texas
930,94,12,4,14,3,2,0,3,,Texas Tech,Boise State
930,52,107,4,15,3,2,0,3,,Michigan State,Virginia
930,102,78,4,16,3,2,0,3,,USC,Purdue
930,113,55,4,17,3,2,0,3,,Western Michigan,Mississippi State
930,47,81,4,18,3,2,0,3,,Maryland,San Diego State
930,89,83,4,19,3,2,0,3,,TCU,SMU
930,36,71,4,20,3,2,0,3,,Indiana,Oklahoma
930,97,49,4,21,3,2,0,3,,Tulsa,Miami
930,61,50,4,22,3,2,0,3,,New Mexico State,Miami University
930,41,51,4,23,3,2,0,3,,Kent State,Michigan
930,42,3,4,24,3,2,0,3,,Kentucky,Alabama
930,24,19,4,25,3,2,0,3,,Duke,Central Michigan
930,14,45,4,26,3,2,0,3,,Bowling Green,LSU
930,37,38,4,27,3,2,0,3,,Iowa,Iowa State
930,63,90,4,28,3,2,0,3,,NC State,Temple
1080,10,112,4,29,3,2,0,3,,Ball State,West Virginia
1080,27,75,4,30,3,2,0,3,,Florida,Oregon State
1080,21,82,4,31,3,2,0,3,,Clemson,San Jose State
1080,87,29,4,32,3,2,0,3,,Stanford,Fresno State
1080,74,4,4,33,3,2,0,3,,Oregon,Arizona
1080,91,23,4,34,3,2,0,3,,Tennessee,Colorado State
1080,35,7,4,35,3,2,0,3,,Illinois,Arkansas State
1080,108,39,4,36,3,2,0,3,,Virginia Tech,Kansas
1080,9,106,4,37,3,2,0,3,,Auburn,Vanderbilt
1080,67,6,4,38,3,2,0,3,,Northwestern,Arkansas
1080,100,15,4,39,3,2,0,3,,Connecticut,Buffalo
1080,77,32,4,40,3,2,0,3,,Pittsburgh,Hawaii
1080,86,114,4,41,3,2,0,3,,UL Lafayette,Wisconsin
1200,34,17,4,42,3,2,0,3,,Idaho,Cal
1200,62,143,4,43,3,2,0,3,,North Carolina,Troy
1200,79,64,4,44,3,2,0,3,,Rice,North Texas
1200,101,70,4,45,3,2,0,3,,UNLV,Ohio State
1200,31,28,4,46,3,2,0,3,,Georgia Tech,Florida State
1200,104,73,4,47,3,2,0,3,,Utah State,Ole Miss
1200,84,30,4,48,3,2,0,3,,South Carolina,Georgia
1200,103,59,4,49,3,2,0,3,,Utah,Nevada
1200,80,66,4,50,3,2,0,3,,Rutgers,Northern Illinois
1200,5,65,4,51,3,2,0,3,,Arizona State,UL Monroe
1200,88,76,4,52,3,2,0,3,,Syracuse,Penn State
1200,48,85,4,53,3,2,0,3,,Memphis,Southern Miss
1200,98,109,4,54,3,2,0,3,,UAB,Wake Forest
1200,16,60,4,55,3,2,0,3,,BYU,New Mexico
1080,59,82,4,0,4,0,0,4,,Nevada,San Jose State
750,91,27,4,1,4,2,0,4,,Tennessee,Florida
750,84,24,4,2,4,2,0,4,,South Carolina,Duke
750,21,31,4,3,4,2,0,4,,Clemson,Georgia Tech
750,35,40,4,4,4,2,0,4,,Illinois,Kansas State
750,81,94,4,5,4,2,0,4,,San Diego State,Texas Tech
750,44,111,4,6,4,2,0,4,,Louisville,Washington State
750,17,47,4,7,4,2,0,4,,Cal,Maryland
750,39,105,4,8,4,2,0,4,,Kansas,UTEP
750,83,36,4,9,4,2,0,4,,SMU,Indiana
750,46,58,4,10,4,2,0,4,,Marshall,Nebraska
750,62,97,4,11,4,2,0,4,,North Carolina,Tulsa
750,95,108,4,12,4,2,0,4,,Toledo,Virginia Tech
750,103,69,4,13,4,2,0,4,,Utah,Ohio
750,6,64,4,14,4,2,0,4,,Arkansas,North Texas
750,56,110,4,15,4,2,0,4,,Missouri,Washington
750,11,25,4,16,4,2,0,4,,Baylor,ECU
930,100,57,4,17,4,2,0,4,,Connecticut,Navy
930,61,60,4,18,4,2,0,4,,New Mexico State,New Mexico
930,12,106,4,19,4,2,0,4,,Boise State,Vanderbilt
930,38,41,4,20,4,2,0,4,,Iowa State,Kent State
930,75,54,4,21,4,2,0,4,,Oregon State,Minnesota
930,78,26,4,22,4,2,0,4,,Purdue,Eastern Michigan
930,7,28,4,23,4,2,0,4,,Arkansas State,Florida State
930,80,109,4,24,4,2,0,4,,Rutgers,Wake Forest
1080,15,16,4,25,4,2,0,4,,Buffalo,BYU
1080,49,13,4,26,4,2,0,4,,Miami,Boston College
1080,52,68,4,27,4,2,0,4,,Michigan State,Notre Dame
1080,71,101,4,28,4,2,0,4,,Oklahoma,UNLV
1080,115,1,4,29,4,2,0,4,,Wyoming,Air Force
1080,79,113,4,30,4,2,0,4,,Rice,Western Michigan
1080,19,10,4,31,4,2,0,4,,Central Michigan,Ball State
1080,34,2,4,32,4,2,0,4,,Idaho,Akron
1080,30,45,4,33,4,2,0,4,,Georgia,LSU
1080,104,112,4,34,4,2,0,4,,Utah State,West Virginia
1080,9,107,4,35,4,2,0,4,,Auburn,Virginia
1080,93,65,4,36,4,2,0,4,,Texas A&M,UL Monroe
1080,18,70,4,37,4,2,0,4,,UCF,Ohio State
1080,42,89,4,38,4,2,0,4,,Kentucky,TCU
1080,20,5,4,39,4,2,0,4,,Cincinnati,Arizona State
1080,96,8,4,40,4,2,0,4,,Tulane,Army
1200,88,99,4,41,4,2,0,4,,Syracuse,UCLA
1200,43,29,4,42,4,2,0,4,,Louisiana Tech,Fresno State
1200,33,51,4,43,4,2,0,4,,Houston,Michigan
1200,73,37,4,44,4,2,0,4,,Ole Miss,Iowa
1200,23,74,4,45,4,2,0,4,,Colorado State,Oregon
1200,14,63,4,46,4,2,0,4,,Bowling Green,NC State
1200,4,90,4,47,4,2,0,4,,Arizona,Temple
1200,85,3,4,48,4,2,0,4,,Southern Miss,Alabama
1200,55,48,4,49,4,2,0,4,,Mississippi State,Memphis
1200,72,77,4,50,4,2,0,4,,Oklahoma State,Pittsburgh
1200,22,114,4,51,4,2,0,4,,Colorado,Wisconsin
1200,53,143,4,52,4,2,0,4,,Mid Tenn State,Troy
750,46,7,4,0,5,2,0,5,,Marshall,Arkansas State
750,90,26,4,1,5,2,0,5,,Temple,Eastern Michigan
750,1,16,4,2,5,2,0,5,,Air Force,BYU
750,89,95,4,3,5,2,0,5,,TCU,Toledo
750,18,41,4,4,5,2,0,5,,UCF,Kent State
750,80,4,4,5,5,2,0,5,,Rutgers,Arizona
750,19,53,4,6,5,2,0,5,,Central Michigan,Mid Tenn State
750,13,9,4,7,5,2,0,5,,Boston College,Auburn
750,5,75,4,8,5,2,0,5,,Arizona State,Oregon State
750,49,115,4,9,5,2,0,5,,Miami,Wyoming
750,144,8,4,10,5,2,0,5,,USF,Army
750,111,74,4,11,5,2,0,5,,Washington State,Oregon
930,67,70,4,12,5,2,0,5,,Northwestern,Ohio State
930,6,3,4,13,5,2,0,5,,Arkansas,Alabama
930,114,35,4,14,5,2,0,5,,Wisconsin,Illinois
930,105,61,4,15,5,2,0,5,,UTEP,New Mexico State
930,62,63,4,16,5,2,0,5,,North Carolina,NC State
930,65,104,4,17,5,2,0,5,,UL Monroe,Utah State
930,56,39,4,18,5,2,0,5,,Missouri,Kansas
930,34,29,4,19,5,2,0,5,,Idaho,Fresno State
930,86,64,4,20,5,2,0,5,,UL Lafayette,North Texas
1080,92,68,4,21,5,2,0,5,,Texas,Notre Dame
1080,57,38,4,22,5,2,0,5,,Navy,Iowa State
1080,11,44,4,23,5,2,0,5,,Baylor,Louisville
1080,28,24,4,24,5,2,0,5,,Florida State,Duke
1080,48,88,4,25,5,2,0,5,,Memphis,Syracuse
1080,113,69,4,26,5,2,0,5,,Western Michigan,Ohio
1080,20,50,4,27,5,2,0,5,,Cincinnati,Miami University
1080,77,43,4,28,5,2,0,5,,Pittsburgh,Louisiana Tech
1080,109,107,4,29,5,2,0,5,,Wake Forest,Virginia
1080,66,21,4,30,5,2,0,5,,Northern Illinois,Clemson
1080,54,76,4,31,5,2,0,5,,Minnesota,Penn State
1080,81,30,4,32,5,2,0,5,,San Diego State,Georgia
1080,112,47,4,33,5,2,0,5,,West Virginia,Maryland
1200,100,10,4,34,5,2,0,5,,Connecticut,Ball State
1200,84,91,4,35,5,2,0,5,,South Carolina,Tennessee
1200,37,52,4,36,5,2,0,5,,Iowa,Michigan State
1200,87,110,4,37,5,2,0,5,,Stanford,Washington
1200,36,51,4,38,5,2,0,5,,Indiana,Michigan
1200,101,22,4,39,5,2,0,5,,UNLV,Colorado
1200,102,17,4,40,5,2,0,5,,USC,Cal
1200,60,40,4,41,5,2,0,5,,New Mexico,Kansas State
1200,85,14,4,42,5,2,0,5,,Southern Miss,Bowling Green
1200,79,32,4,43,5,2,0,5,,Rice,Hawaii
1200,27,42,4,44,5,2,0,5,,Florida,Kentucky
1200,103,23,4,45,5,2,0,5,,Utah,Colorado State
1200,2,15,4,46,5,2,0,5,,Akron,Buffalo
1200,98,72,4,47,5,2,0,5,,UAB,Oklahoma State
1200,96,143,4,48,5,2,0,5,,Tulane,Troy
1200,45,55,4,49,5,2,0,5,,LSU,Mississippi State
1200,83,59,4,50,5,2,0,5,,SMU,Nevada
750,33,25,4,51,5,5,0,5,,Houston,ECU
1200,112,49,4,0,6,0,0,6,,West Virginia,Miami
750,51,37,4,1,6,2,0,6,,Michigan,Iowa
750,98,48,4,2,6,2,0,6,,UAB,Memphis
750,143,100,4,3,6,2,0,6,,Troy,Connecticut
750,113,26,4,4,6,2,0,6,,Western Michigan,Eastern Michigan
750,114,76,4,5,6,2,0,6,,Wisconsin,Penn State
750,85,20,4,6,6,2,0,6,,Southern Miss,Cincinnati
750,82,79,4,7,6,2,0,6,,San Jose State,Rice
750,1,57,4,8,6,2,0,6,,Air Force,Navy
750,103,28,4,9,6,2,0,6,,Utah,Florida State
750,107,62,4,10,6,2,0,6,,Virginia,North Carolina
750,2,50,4,11,6,2,0,6,,Akron,Miami University
750,54,67,4,12,6,2,0,6,,Minnesota,Northwestern
750,75,17,4,13,6,2,0,6,,Oregon State,Cal
750,68,87,4,14,6,2,0,6,,Notre Dame,Stanford
930,40,92,4,15,6,2,0,6,,Kansas State,Texas
930,15,18,4,16,6,2,0,6,,Buffalo,UCF
930,105,83,4,17,6,2,0,6,,UTEP,SMU
930,102,5,4,18,6,2,0,6,,USC,Arizona State
930,44,144,4,19,6,2,0,6,,Louisville,USF
930,16,81,4,20,6,2,0,6,,BYU,San Diego State
930,24,23,4,21,6,2,0,6,,Duke,Colorado State
930,60,86,4,22,6,2,0,6,,New Mexico,UL Lafayette
930,10,41,4,23,6,2,0,6,,Ball State,Kent State
930,4,111,4,24,6,2,0,6,,Arizona,Washington State
1080,3,30,4,25,6,2,0,6,,Alabama,Georgia
1080,108,80,4,26,6,2,0,6,,Virginia Tech,Rutgers
1080,115,58,4,27,6,2,0,6,,Wyoming,Nebraska
1080,71,38,4,28,6,2,0,6,,Oklahoma,Iowa State
1080,8,89,4,29,6,2,0,6,,Army,TCU
1080,110,99,4,30,6,2,0,6,,Washington,UCLA
1080,63,31,4,31,6,2,0,6,,NC State,Georgia Tech
1080,45,84,4,32,6,2,0,6,,LSU,South Carolina
1080,64,96,4,33,6,2,0,6,,North Texas,Tulane
1080,91,9,4,34,6,2,0,6,,Tennessee,Auburn
1080,19,14,4,35,6,2,0,6,,Central Michigan,Bowling Green
1080,65,7,4,36,6,2,0,6,,UL Monroe,Arkansas State
1080,34,61,4,37,6,2,0,6,,Idaho,New Mexico State
1080,101,59,4,38,6,2,0,6,,UNLV,Nevada
1080,73,27,4,39,6,2,0,6,,Ole Miss,Florida
1200,22,11,4,40,6,2,0,6,,Colorado,Baylor
1200,35,78,4,41,6,2,0,6,,Illinois,Purdue
